review_text,label,split
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyisi olabilir.",Nötr,TEST
Beklediğim kadar çok hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
"Genel olarak normal, çok emin değilim.",Nötr,TRAIN
"Paketleme özenli, ürün harika. Sorunsuzdu.",Olumlu,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,VALIDATE
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TEST
"Ürün yanlış ürün geldi, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
Performansı harika ve fiyatı uygun. 5/5.,Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, performansı kötü. Çok kötü deneyim.",Olumsuz,TRAIN
Performansı harika ve iyi bir tercih. Çok memnun kaldım.,Olumlu,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
"Teslimat orta halliydi, paketleme vasattı.",Nötr,TRAIN
Malzeme kalitesi vasat. Pişman oldum.,Olumsuz,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,VALIDATE
"Ürün yanlış ürün geldi, çalışmadı. Çok kötü deneyim.",Olumsuz,TEST
"Genel olarak normal, çok emin değilim.",Nötr,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
"Paketleme sağlam, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama kullanılabilir.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Paketleme düzgün, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
Malzeme kalitesi vasat. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Pişman oldum.",Olumsuz,VALIDATE
Malzeme kalitesi vasat. Pişman oldum.,Olumsuz,TEST
"Kargo geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün hasarlı geldi. İade ettim.",Olumsuz,TRAIN
"Ürün beklediğim gibi değil, problem çıkardı. Bir daha almam.",Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,VALIDATE
"Teslimat beklendiği gibiydi, paketleme eh işte.",Nötr,TEST
"Genel olarak idare eder, çok emin değilim.",Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Beklediğim kadar çok hızlı değildi ama kullanılabilir.,Nötr,TRAIN
Beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Kargo geç geldi, ürün harika. Çok memnun kaldım.",Olumlu,VALIDATE
Beklediğim kadar beklediğim kadar hızlı değildi ama idare eder.,Nötr,TEST
"Genel olarak idare eder, beklentim karışık.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme standarttı.",Nötr,TRAIN
Performansı harika ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Beklentimin üstünde ve iyi bir tercih. 5/5.,Olumlu,TRAIN
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Teslimat beklendiği gibiydi, paketleme eh işte.",Nötr,VALIDATE
"Teslimat orta halliydi, paketleme normaldi.",Nötr,TEST
"Teslimat standarttı, paketleme eh işte.",Nötr,TRAIN
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Malzeme kalitesi kötü. Pişman oldum.,Olumsuz,TRAIN
"Ürün uyumsuz çıktı, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
"Ürün beklediğim gibi değil, çalışmadı. Pişman oldum.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,VALIDATE
"Ürün fena değil, işimi görüyor ama daha iyi beklerdim.",Nötr,TEST
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Ürün anlatıldığı gibi değil, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Kargo zamanında geldi, ürün kalitesiz çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
Beklentimin üstünde ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
"Teslimat orta halliydi, paketleme vasattı.",Nötr,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TEST
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
Stabil ve parasını hak ediyor. Çok memnun kaldım.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Malzeme kalitesi düşük. Bir daha almam.,Olumsuz,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,VALIDATE
"Paketleme düzgün, ürün beklediğimden iyi. Memnun kaldım.",Olumlu,TEST
"Ürün beklediğim gibi değil, problem çıkardı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Paketleme düzgün, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
"Kargo çok hızlı geldi, ürün arızalı çıktı. Hayal kırıklığı.",Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
Malzeme kalitesi vasat. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,TRAIN
Malzeme kalitesi vasat. Pişman oldum.,Olumsuz,VALIDATE
"Kargo çok hızlı geldi, ürün kalitesiz çıktı. Hayal kırıklığı.",Olumsuz,TEST
"Ürün uyumsuz çıktı, çalışmadı. Çok kötü deneyim.",Olumsuz,TRAIN
"Ürün yanlış ürün geldi, çalışmadı. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Ürün beklediğim gibi değil, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Ürün yanlış ürün geldi, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyisi olabilir.",Nötr,VALIDATE
"Kargo biraz geç geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TEST
Malzeme kalitesi düşük. Çok kötü deneyim.,Olumsuz,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
Stabil ve iyi bir tercih. 5/5.,Olumlu,TRAIN
Performansı harika ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
Destek ekibi ulaşılmazdı. Zaman kaybı.,Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama idare eder.,Nötr,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,VALIDATE
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Çok kötü deneyim.",Olumsuz,TEST
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
"Paketleme düzgün, ürün harika. Memnun kaldım.",Olumlu,TRAIN
Malzeme kalitesi berbat. Çok kötü deneyim.,Olumsuz,TRAIN
Stabil ve fiyatı uygun. Çok memnun kaldım.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün gayet iyi. 5/5.",Olumlu,TRAIN
Performansı harika ve fiyatı uygun. Çok memnun kaldım.,Olumlu,TRAIN
"Genel olarak idare eder, çok emin değilim.",Nötr,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TEST
Destek ekibi ulaşılmazdı. Memnun değilim.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kargo geç geldi, ürün gayet iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Paketleme sağlam, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, performansı kötü. Pişman oldum.",Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Genel olarak orta seviye, kararsız kaldım.",Nötr,TRAIN
Malzeme kalitesi kötü. Çok kötü deneyim.,Olumsuz,VALIDATE
"Teslimat standarttı, paketleme normaldi.",Nötr,TEST
"Ürün yanlış ürün geldi, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Kargo çok hızlı geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, çalışmadı. Pişman oldum.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kargo biraz geç geldi, ürün kalitesiz çıktı. Hayal kırıklığı.",Olumsuz,VALIDATE
"Teslimat orta halliydi, paketleme standarttı.",Nötr,TEST
"Teslimat beklendiği gibiydi, paketleme normaldi.",Nötr,TRAIN
"Kargo zamanında geldi, ürün arızalı çıktı. Değişim istedim.",Olumsuz,TRAIN
Beklediğim kadar çok hızlı değildi ama idare eder.,Nötr,TRAIN
"Kargo geç geldi, ürün çok kaliteli. Çok memnun kaldım.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. İade süreci çok zordu.",Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Pişman oldum.",Olumsuz,VALIDATE
Malzeme kalitesi vasat. Çok kötü deneyim.,Olumsuz,TEST
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
"Kargo geç geldi, ürün gayet iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. 5/5.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. Çok memnun kaldım.",Olumlu,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
Beklediğim kadar ortalama hızdaydı ama idare eder.,Nötr,TRAIN
"Paketleme çok iyi, ürün harika. Gayet başarılı.",Olumlu,TRAIN
"Teslimat standarttı, paketleme normaldi.",Nötr,TRAIN
Destek ekibi ulaşılmazdı. Memnun değilim.,Olumsuz,VALIDATE
"Teslimat orta halliydi, paketleme normaldi.",Nötr,TEST
"Ürün yanlış ürün geldi, problem çıkardı. Çok kötü deneyim.",Olumsuz,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Genel olarak orta seviye, deneyim orta.",Nötr,TRAIN
Performansı harika ve iyi bir tercih. Çok memnun kaldım.,Olumlu,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Paketleme özenli, ürün gayet iyi. Sorunsuzdu.",Olumlu,TRAIN
Malzeme kalitesi vasat. Pişman oldum.,Olumsuz,VALIDATE
"Ürün beklediğim gibi değil, sürekli hata verdi. Tavsiye etmiyorum.",Olumsuz,TEST
"Ürün yanlış ürün geldi, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
Malzeme kalitesi düşük. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Paketleme özenli, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Bir daha almam.",Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kargo zamanında geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Çok kötü deneyim.",Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,VALIDATE
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TEST
Destek ekibi geç döndü. Çözülmedi.,Olumsuz,TRAIN
Destek ekibi geç döndü. Memnun değilim.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Performansı harika ve fiyatı uygun. 5/5.,Olumlu,TRAIN
Hızlı çalışıyor ve fiyat/performans mükemmel. Tekrar alırım.,Olumlu,TRAIN
"Genel olarak normal, deneyim orta.",Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme vasattı.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,VALIDATE
Destek ekibi geç döndü. Zaman kaybı.,Olumsuz,TEST
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
"Kargo geç geldi, ürün beklediğimden iyi. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün harika. Çok memnun kaldım.",Olumlu,TRAIN
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
"Kargo zamanında geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Kargo geç geldi, ürün arızalı çıktı. İade süreci çok zordu.",Olumsuz,TRAIN
"Paketleme sağlam, ürün beklediğimden iyi. Sorunsuzdu.",Olumlu,VALIDATE
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TEST
"Kargo zamanında geldi, ürün hasarlı geldi. İade ettim.",Olumsuz,TRAIN
"Kargo geç geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Malzeme kalitesi kötü. Tavsiye etmiyorum.,Olumsuz,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
"Ürün yanlış ürün geldi, problem çıkardı. Pişman oldum.",Olumsuz,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,VALIDATE
"Ürün anlatıldığı gibi değil, problem çıkardı. Pişman oldum.",Olumsuz,TEST
Hızlı çalışıyor ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama iş görür.,Nötr,TRAIN
"Kargo biraz geç geldi, ürün çok kaliteli. Çok memnun kaldım.",Olumlu,TRAIN
"Ürün ortalama, işimi görüyor ama daha iyisi olabilir.",Nötr,TRAIN
Malzeme kalitesi vasat. Tavsiye etmiyorum.,Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Çözülmedi.,Olumsuz,TRAIN
Performansı harika ve fiyat/performans mükemmel. Çok memnun kaldım.,Olumlu,TRAIN
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,VALIDATE
Performansı harika ve fiyatı uygun. Tekrar alırım.,Olumlu,TEST
"Genel olarak orta seviye, beklentim karışık.",Nötr,TRAIN
Destek ekibi hiç yardımcı olmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Genel olarak idare eder, deneyim orta.",Nötr,TRAIN
Beklediğim kadar çok hızlı değildi ama kullanılabilir.,Nötr,TRAIN
Hızlı çalışıyor ve fiyatı uygun. Çok memnun kaldım.,Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Çok kötü deneyim.",Olumsuz,TRAIN
"Paketleme sağlam, ürün beklediğimden iyi. Gayet başarılı.",Olumlu,TRAIN
"Genel olarak normal, kararsız kaldım.",Nötr,VALIDATE
"Paketleme özenli, ürün harika. Memnun kaldım.",Olumlu,TEST
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Beklediğim kadar çok hızlı değildi ama idare eder.,Nötr,TRAIN
"Teslimat beklendiği gibiydi, paketleme normaldi.",Nötr,TRAIN
"Genel olarak standart, beklentim karışık.",Nötr,TRAIN
"Kargo zamanında geldi, ürün çok kaliteli. Tekrar alırım.",Olumlu,VALIDATE
Destek ekibi geç döndü. Şikayetçiyim.,Olumsuz,TEST
Stabil ve fiyat/performans mükemmel. 5/5.,Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama kullanılabilir.,Nötr,TRAIN
"Ürün idare eder, işimi görüyor ama geliştirilebilir.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. Tekrar alırım.",Olumlu,TRAIN
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TRAIN
"Ürün idare eder, işimi görüyor ama daha iyi beklerdim.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,VALIDATE
"Paketleme düzgün, ürün gayet iyi. Memnun kaldım.",Olumlu,TEST
"Kurulum {kolay}, kullanım {rahat}. Memnun kaldım.",Olumlu,TRAIN
Beklediğim kadar çok hızlı değildi ama iş görür.,Nötr,TRAIN
"Kargo biraz geç geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
"Kargo çok hızlı geldi, ürün beklediğimden iyi. Tekrar alırım.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. Değişim istedim.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün çok kaliteli. 5/5.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama iş görür.,Nötr,VALIDATE
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TEST
"Ürün ortalama, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. İade ettim.",Olumsuz,TRAIN
"Kargo zamanında geldi, ürün harika. 5/5.",Olumlu,TRAIN
"Teslimat standarttı, paketleme standarttı.",Nötr,TRAIN
Malzeme kalitesi berbat. Pişman oldum.,Olumsuz,TRAIN
"Kargo geç geldi, ürün çok kaliteli. Kesinlikle tavsiye ederim.",Olumlu,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. 5/5.,Olumlu,TRAIN
Destek ekibi geç döndü. Çözülmedi.,Olumsuz,TRAIN
Destek ekibi hiç yardımcı olmadı. Çözülmedi.,Olumsuz,VALIDATE
"Ürün yanlış ürün geldi, sürekli hata verdi. Bir daha almam.",Olumsuz,TEST
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Ürün uyumsuz çıktı, performansı kötü. Tavsiye etmiyorum.",Olumsuz,TRAIN
"Teslimat normaldi, paketleme eh işte.",Nötr,TRAIN
"Kargo geç geldi, ürün beklediğimden iyi. 5/5.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün kalitesiz çıktı. Değişim istedim.",Olumsuz,TRAIN
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TRAIN
Stabil ve fiyat/performans mükemmel. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
Stabil ve iyi bir tercih. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Kargo zamanında geldi, ürün harika. Tekrar alırım.",Olumlu,VALIDATE
Malzeme kalitesi berbat. Tavsiye etmiyorum.,Olumsuz,TEST
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
Malzeme kalitesi düşük. Pişman oldum.,Olumsuz,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Beklentimi karşıladı.",Olumlu,TRAIN
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TRAIN
"Ürün uyumsuz çıktı, çalışmadı. Pişman oldum.",Olumsuz,TRAIN
Destek ekibi ulaşılmazdı. Şikayetçiyim.,Olumsuz,TRAIN
"Genel olarak standart, kararsız kaldım.",Nötr,VALIDATE
"Teslimat orta halliydi, paketleme normaldi.",Nötr,TEST
"Teslimat orta halliydi, paketleme eh işte.",Nötr,TRAIN
Performansı harika ve iyi bir tercih. Tekrar alırım.,Olumlu,TRAIN
"Teslimat standarttı, paketleme eh işte.",Nötr,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Genel olarak standart, çok emin değilim.",Nötr,TRAIN
"Teslimat standarttı, paketleme vasattı.",Nötr,TRAIN
"Genel olarak orta seviye, çok emin değilim.",Nötr,TRAIN
"Paketleme çok iyi, ürün gayet iyi. Gayet başarılı.",Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, çalışmadı. Tavsiye etmiyorum.",Olumsuz,VALIDATE
"Kargo biraz geç geldi, ürün arızalı çıktı. İade ettim.",Olumsuz,TEST
"Kargo çok hızlı geldi, ürün çok kaliteli. 5/5.",Olumlu,TRAIN
Beklediğim kadar hızlı değildi ama idare eder.,Nötr,TRAIN
"Teslimat normaldi, paketleme vasattı.",Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Gayet başarılı.",Olumlu,TRAIN
"Kargo biraz geç geldi, ürün gayet iyi. Tekrar alırım.",Olumlu,TRAIN
"Kargo çok hızlı geldi, ürün çok kaliteli. 5/5.",Olumlu,TRAIN
Hızlı çalışıyor ve parasını hak ediyor. Kesinlikle tavsiye ederim.,Olumlu,TRAIN
"Ürün anlatıldığı gibi değil, sürekli hata verdi. Bir daha almam.",Olumsuz,TRAIN
"Ürün fena değil, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,VALIDATE
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TEST
Beklediğim kadar çok hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Şikayetçiyim.,Olumsuz,TRAIN
Destek ekibi çözüm sunmadı. Çözülmedi.,Olumsuz,TRAIN
Beklentimin üstünde ve iyi bir tercih. Çok memnun kaldım.,Olumlu,TRAIN
"Paketleme özenli, ürün gayet iyi. Beklentimi karşıladı.",Olumlu,TRAIN
"Ürün ne iyi ne kötü, işimi görüyor ama ortalamanın üstüne çıkmıyor.",Nötr,TRAIN
Beklediğim kadar beklediğim kadar hızlı değildi ama iş görür.,Nötr,VALIDATE
Beklediğim kadar ortalama hızdaydı ama çok da kötü değil.,Nötr,TEST
Beklediğim kadar hızlı değildi ama çok da kötü değil.,Nötr,TRAIN
"Kargo zamanında geldi, ürün hasarlı geldi. Değişim istedim.",Olumsuz,TRAIN
"Kargo biraz geç geldi, ürün eksik geldi. Hayal kırıklığı.",Olumsuz,TRAIN
"Kurulum {kolay}, kullanım {rahat}. Sorunsuzdu.",Olumlu,TRAIN
